left_issuer,left_proposal,left_identifier,right_issuer,right_proposal,right_identifier,confidence,reason,match_type
AIM IMMUNOTECH INC.,,,AIM ImmunoTech Inc.,Elect Management Nominee Nancy K. Bryan,5014_1.02,0,unmatched_right,unmatched
AIM IMMUNOTECH INC.,,,AIM ImmunoTech Inc.,Ratification of Auditor,5014_2,0,unmatched_right,unmatched
"MOLINA HEALTHCARE, INC.","To consider and approve, on a non-binding, advisory basis, the compensation of our named executive officers.","2025-04-30||60855R||To consider and approve, on a non-binding, advisory basis, the compensation of our named executive officers.||-1||-1",Molina Healthcare Inc,Advisory Vote to Ratify Named Executive Officers' Compensation,1729_2,0.9,"Both proposals relate to the compensation of named executive officers, with one being an advisory vote and the other a non-binding advisory consideration.",gpt_matched
"MOLINA HEALTHCARE, INC.",Election of Director to hold office until the 2026 Annual Meeting: Barbara L. Brasier,2025-04-30||60855R||Election of Director to hold office until the 2026 Annual Meeting: Barbara L. Brasier||-1||-1,Molina Healthcare Inc,,,0,unmatched_left,unmatched
"MOLINA HEALTHCARE, INC.",Election of Director to hold office until the 2026 Annual Meeting: Dale B. Wolf,2025-04-30||60855R||Election of Director to hold office until the 2026 Annual Meeting: Dale B. Wolf||-1||-1,Molina Healthcare Inc,,,0,unmatched_left,unmatched
"MOLINA HEALTHCARE, INC.",Election of Director to hold office until the 2026 Annual Meeting: Joseph M. Zubretsky,2025-04-30||60855R||Election of Director to hold office until the 2026 Annual Meeting: Joseph M. Zubretsky||-1||-1,Molina Healthcare Inc,,,0,unmatched_left,unmatched
"MOLINA HEALTHCARE, INC.",Election of Director to hold office until the 2026 Annual Meeting: Leo P. Grohowski,2025-04-30||60855R||Election of Director to hold office until the 2026 Annual Meeting: Leo P. Grohowski||-1||-1,Molina Healthcare Inc,,,0,unmatched_left,unmatched
"MOLINA HEALTHCARE, INC.",Election of Director to hold office until the 2026 Annual Meeting: Richard C. Zoretic,2025-04-30||60855R||Election of Director to hold office until the 2026 Annual Meeting: Richard C. Zoretic||-1||-1,Molina Healthcare Inc,,,0,unmatched_left,unmatched
"MOLINA HEALTHCARE, INC.",Election of Director to hold office until the 2026 Annual Meeting: Richard M. Schapiro,2025-04-30||60855R||Election of Director to hold office until the 2026 Annual Meeting: Richard M. Schapiro||-1||-1,Molina Healthcare Inc,,,0,unmatched_left,unmatched
"MOLINA HEALTHCARE, INC.",Election of Director to hold office until the 2026 Annual Meeting: Ronna E. Romney,2025-04-30||60855R||Election of Director to hold office until the 2026 Annual Meeting: Ronna E. Romney||-1||-1,Molina Healthcare Inc,,,0,unmatched_left,unmatched
"MOLINA HEALTHCARE, INC.",Election of Director to hold office until the 2026 Annual Meeting: Stephen H. Lockhart,2025-04-30||60855R||Election of Director to hold office until the 2026 Annual Meeting: Stephen H. Lockhart||-1||-1,Molina Healthcare Inc,,,0,unmatched_left,unmatched
"MOLINA HEALTHCARE, INC.",Election of Director to hold office until the 2026 Annual Meeting: Steven J. Orlando,2025-04-30||60855R||Election of Director to hold office until the 2026 Annual Meeting: Steven J. Orlando||-1||-1,Molina Healthcare Inc,,,0,unmatched_left,unmatched
"MOLINA HEALTHCARE, INC.","Stockholder proposal regarding stockholders' ability to call a special stockholders meeting, if properly presented.","2025-04-30||60855R||Stockholder proposal regarding stockholders' ability to call a special stockholders meeting, if properly presented.||-1||-1",Molina Healthcare Inc,,,0,unmatched_left,unmatched
"MOLINA HEALTHCARE, INC.",To consider and approve the Company's 2025 Equity Incentive Plan.,2025-04-30||60855R||To consider and approve the Company's 2025 Equity Incentive Plan.||-1||-1,Molina Healthcare Inc,,,0,unmatched_left,unmatched
"MOLINA HEALTHCARE, INC.",To ratify the appointment of Ernst & Young LLP as our independent registered public accounting firm for 2025.,2025-04-30||60855R||To ratify the appointment of Ernst & Young LLP as our independent registered public accounting firm for 2025.||-1||-1,Molina Healthcare Inc,,,0,unmatched_left,unmatched
TRIPLEPOINT VENTURE GROWTH BDC CORP.,"Election of Class II Director to serve until the 2028 Annual Meeting of the Company's stockholders, or until their respective successors are duly elected and qualified: Gilbert E. Ahye","2025-04-30||89677Y||Election of Class II Director to serve until the 2028 Annual Meeting of the Company's stockholders, or until their respective successors are duly elected and qualified: Gilbert E. Ahye||-1||-1",TriplePoint Venture Growth BDC Corp,Elect Gilbert E. Ahye,31120_1.01,1,Both proposals involve the election of Gilbert E. Ahye as a director.,gpt_matched
TRIPLEPOINT VENTURE GROWTH BDC CORP.,"Election of Class II Director to serve until the 2028 Annual Meeting of the Company's stockholders, or until their respective successors are duly elected and qualified: Kimberley H. Vogel","2025-04-30||89677Y||Election of Class II Director to serve until the 2028 Annual Meeting of the Company's stockholders, or until their respective successors are duly elected and qualified: Kimberley H. Vogel||-1||-1",TriplePoint Venture Growth BDC Corp,Elect Kimberley H. Vogel,31120_1.03,1,Both proposals involve the election of Kimberley H. Vogel as a director.,gpt_matched
TRIPLEPOINT VENTURE GROWTH BDC CORP.,"Election of Class II Director to serve until the 2028 Annual Meeting of the Company's stockholders, or until their respective successors are duly elected and qualified: Steven P. Bird","2025-04-30||89677Y||Election of Class II Director to serve until the 2028 Annual Meeting of the Company's stockholders, or until their respective successors are duly elected and qualified: Steven P. Bird||-1||-1",TriplePoint Venture Growth BDC Corp,Elect Steven P. Bird,31120_1.02,1,Both proposals involve the election of Steven P. Bird as a director.,gpt_matched
TRIPLEPOINT VENTURE GROWTH BDC CORP.,"To ratify the selection of Deloitte & Touche LLP to serve as the Company's independent registered public accounting firm for the fiscal year ending December 31, 2025.","2025-04-30||89677Y||To ratify the selection of Deloitte & Touche LLP to serve as the Company's independent registered public accounting firm for the fiscal year ending December 31, 2025.||-1||-1",TriplePoint Venture Growth BDC Corp,,,0,unmatched_left,unmatched
"WESTWOOD HOLDINGS GROUP, INC.","To approve the Eleventh Amended and Restated Westwood Holdings Group, Inc. Stock Incentive Plan.","2025-04-30||961765||To approve the Eleventh Amended and Restated Westwood Holdings Group, Inc. Stock Incentive Plan.||-1||-1",Westwood Holdings Group Inc,Amendment to the Stock Incentive Plan,3101_3,0.8,"Both proposals relate to the Stock Incentive Plan, with the left proposal seeking approval for an amended plan and the right proposal suggesting an amendment.",gpt_matched
"WESTWOOD HOLDINGS GROUP, INC.",Election of Director to hold office until the next Annual Meeting of stockholders and until their respective successors shall have been duly elected and qualified: Brian O. Casey,2025-04-30||961765||Election of Director to hold office until the next Annual Meeting of stockholders and until their respective successors shall have been duly elected and qualified: Brian O. Casey||-1||-1,Westwood Holdings Group Inc,,,0,unmatched_left,unmatched
"WESTWOOD HOLDINGS GROUP, INC.",Election of Director to hold office until the next Annual Meeting of stockholders and until their respective successors shall have been duly elected and qualified: Ellen H. Masterson,2025-04-30||961765||Election of Director to hold office until the next Annual Meeting of stockholders and until their respective successors shall have been duly elected and qualified: Ellen H. Masterson||-1||-1,Westwood Holdings Group Inc,,,0,unmatched_left,unmatched
"WESTWOOD HOLDINGS GROUP, INC.",Election of Director to hold office until the next Annual Meeting of stockholders and until their respective successors shall have been duly elected and qualified: Geoffrey R. Norman,2025-04-30||961765||Election of Director to hold office until the next Annual Meeting of stockholders and until their respective successors shall have been duly elected and qualified: Geoffrey R. Norman||-1||-1,Westwood Holdings Group Inc,,,0,unmatched_left,unmatched
"WESTWOOD HOLDINGS GROUP, INC.",Election of Director to hold office until the next Annual Meeting of stockholders and until their respective successors shall have been duly elected and qualified: J. Hale Hoak,2025-04-30||961765||Election of Director to hold office until the next Annual Meeting of stockholders and until their respective successors shall have been duly elected and qualified: J. Hale Hoak||-1||-1,Westwood Holdings Group Inc,,,0,unmatched_left,unmatched
"WESTWOOD HOLDINGS GROUP, INC.",Election of Director to hold office until the next Annual Meeting of stockholders and until their respective successors shall have been duly elected and qualified: Katherine Murray,2025-04-30||961765||Election of Director to hold office until the next Annual Meeting of stockholders and until their respective successors shall have been duly elected and qualified: Katherine Murray||-1||-1,Westwood Holdings Group Inc,,,0,unmatched_left,unmatched
"WESTWOOD HOLDINGS GROUP, INC.",Election of Director to hold office until the next Annual Meeting of stockholders and until their respective successors shall have been duly elected and qualified: Randy A. Bowman,2025-04-30||961765||Election of Director to hold office until the next Annual Meeting of stockholders and until their respective successors shall have been duly elected and qualified: Randy A. Bowman||-1||-1,Westwood Holdings Group Inc,,,0,unmatched_left,unmatched
"WESTWOOD HOLDINGS GROUP, INC.","Ratification of the appointment of BDO USA, P.C. as Westwood's independent auditors for the year ending December 31, 2025.","2025-04-30||961765||Ratification of the appointment of BDO USA, P.C. as Westwood's independent auditors for the year ending December 31, 2025.||-1||-1",Westwood Holdings Group Inc,,,0,unmatched_left,unmatched
"WESTWOOD HOLDINGS GROUP, INC.","To cast a non-binding, advisory vote on Westwood's executive compensation.","2025-04-30||961765||To cast a non-binding, advisory vote on Westwood's executive compensation.||-1||-1",Westwood Holdings Group Inc,,,0,unmatched_left,unmatched
EVERSOURCE ENERGY,Consider an advisory proposal approving the compensation of our Named Executive Officers.,2025-05-01||30040W||Consider an advisory proposal approving the compensation of our Named Executive Officers.||-1||-1,Eversource Energy,Advisory Vote to Ratify Named Executive Officers' Compensation,30212_2,0.9,"Both proposals relate to the compensation of Named Executive Officers, making them highly similar in topic.",gpt_matched
EVERSOURCE ENERGY,Approve proposed amendments to our Declaration of Trust to eliminate supermajority voting requirements and allow virtual annual meetings of shareholders.,2025-05-01||30040W||Approve proposed amendments to our Declaration of Trust to eliminate supermajority voting requirements and allow virtual annual meetings of shareholders.||-1||-1,Eversource Energy,,,0,unmatched_left,unmatched
EVERSOURCE ENERGY,Election of Trustee: Cotton M. Cleveland,2025-05-01||30040W||Election of Trustee: Cotton M. Cleveland||-1||-1,Eversource Energy,,,0,unmatched_left,unmatched
EVERSOURCE ENERGY,Election of Trustee: Daniel J. Nova,2025-05-01||30040W||Election of Trustee: Daniel J. Nova||-1||-1,Eversource Energy,,,0,unmatched_left,unmatched
EVERSOURCE ENERGY,Election of Trustee: David H. Long,2025-05-01||30040W||Election of Trustee: David H. Long||-1||-1,Eversource Energy,,,0,unmatched_left,unmatched
EVERSOURCE ENERGY,Election of Trustee: Frederica M. Williams,2025-05-01||30040W||Election of Trustee: Frederica M. Williams||-1||-1,Eversource Energy,,,0,unmatched_left,unmatched
EVERSOURCE ENERGY,Election of Trustee: Gregory M. Jones,2025-05-01||30040W||Election of Trustee: Gregory M. Jones||-1||-1,Eversource Energy,,,0,unmatched_left,unmatched
EVERSOURCE ENERGY,Election of Trustee: John Y. Kim,2025-05-01||30040W||Election of Trustee: John Y. Kim||-1||-1,Eversource Energy,,,0,unmatched_left,unmatched
EVERSOURCE ENERGY,"Election of Trustee: Joseph R. Nolan, Jr.","2025-05-01||30040W||Election of Trustee: Joseph R. Nolan, Jr.||-1||-1",Eversource Energy,,,0,unmatched_left,unmatched
EVERSOURCE ENERGY,Election of Trustee: Linda Dorcena Forry,2025-05-01||30040W||Election of Trustee: Linda Dorcena Forry||-1||-1,Eversource Energy,,,0,unmatched_left,unmatched
EVERSOURCE ENERGY,Election of Trustee: Loretta D. Keane,2025-05-01||30040W||Election of Trustee: Loretta D. Keane||-1||-1,Eversource Energy,,,0,unmatched_left,unmatched
EVERSOURCE ENERGY,Ratify the selection of Deloitte & Touche LLP as our independent registered public accounting firm for 2025.,2025-05-01||30040W||Ratify the selection of Deloitte & Touche LLP as our independent registered public accounting firm for 2025.||-1||-1,Eversource Energy,,,0,unmatched_left,unmatched
EVERSOURCE ENERGY,"Vote on a shareholder proposal titled ""Support an Independent Board Chairman,"" if properly brought before the meeting.","2025-05-01||30040W||Vote on a shareholder proposal titled ""Support an Independent Board Chairman,"" if properly brought before the meeting.||-1||-1",Eversource Energy,,,0,unmatched_left,unmatched
